uid,domainID,siteID,namedLocation,laboratoryName,sequencingFacilityID,startDate,endDate,sequencerRunID,dnaSampleID,dnaSampleCode,internalLabID,rawDataFileName,rawDataFileDescription,rawDataFilePath,remarks,dataQF
c4e76258-b8b0-48f1-b175-626de6112c97,D07,MLBS,MLBS_005.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T20:27Z,2018-06-11T21:26Z,HWWGYBGX7,MLBS_005-M-20180611-COMP-DNA1,,BMI_Plate88WellC12,BMI_HWWGYBGX7_R1_A.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_A.fastq.tar.gz,,
7151f343-0430-4ece-9219-983529b3aefa,D07,MLBS,MLBS_005.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T20:27Z,2018-06-11T21:26Z,HWVCMBGX7,MLBS_005-O-20180611-COMP-DNA1,,18S_05_0377,BMI_HWVCMBGX7_R1_C.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_C.fastq.tar.gz,,
d1bfcb7a-aa9a-463c-8b26-eeea8562a074,D07,MLBS,MLBS_005.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T20:27Z,2018-06-11T21:26Z,HWWGYBGX7,MLBS_005-M-20180611-COMP-DNA1,,BMI_Plate88WellC12,BMI_HWWGYBGX7_R2_A.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_A.fastq.tar.gz,,
4fef8f13-5b3d-4f0d-9059-f223368fde4e,D07,MLBS,MLBS_001.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T22:02Z,2018-06-11T22:57Z,HWWGYBGX7,MLBS_001-M-20180611-COMP-DNA1,,BMI_Plate88WellC6,BMI_HWWGYBGX7_R2_B.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_B.fastq.tar.gz,,
d9a72e6d-eec7-436c-a7b0-7a7d1bf5fc83,D07,MLBS,MLBS_001.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T22:02Z,2018-06-11T22:57Z,HWWGYBGX7,MLBS_001-M-20180611-COMP-DNA1,,BMI_Plate88WellC6,BMI_HWWGYBGX7_R1_B.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_B.fastq.tar.gz,,
542a1b13-a45a-4a5e-8d08-f13f9fc00964,D07,MLBS,MLBS_001.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T22:02Z,2018-06-11T22:57Z,HWWGYBGX7,MLBS_001-O-20180611-COMP-DNA1,,BMI_Plate88WellC7,BMI_HWWGYBGX7_R1_C.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_C.fastq.tar.gz,,
47f22298-d81d-4823-8763-1de57a8b1e4f,D07,MLBS,MLBS_001.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-11T22:02Z,2018-06-11T22:57Z,HWWGYBGX7,MLBS_001-O-20180611-COMP-DNA1,,BMI_Plate88WellC7,BMI_HWWGYBGX7_R2_C.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_C.fastq.tar.gz,,
f834c992-8592-432b-b249-617a190ab420,D07,MLBS,MLBS_003.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T12:36Z,2018-06-12T13:28Z,HWWGYBGX7,MLBS_003-O-20180612-COMP-DNA1,,BMI_Plate88WellC11,BMI_HWWGYBGX7_R2_D.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_D.fastq.tar.gz,,
fb8d1945-771c-4f6d-8213-45be1c699bbc,D07,MLBS,MLBS_003.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T12:36Z,2018-06-12T13:28Z,HWWGYBGX7,MLBS_003-O-20180612-COMP-DNA1,,BMI_Plate88WellC11,BMI_HWWGYBGX7_R1_D.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_D.fastq.tar.gz,,
4b0d2041-967b-4de2-bf99-f78ce6708838,D07,MLBS,MLBS_003.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T12:42Z,2018-06-12T13:34Z,HWWGYBGX7,MLBS_003-M-20180612-COMP-DNA1,,BMI_Plate88WellC10,BMI_HWWGYBGX7_R1_A.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_A.fastq.tar.gz,,
e6b249d9-245c-41a8-b6cf-e34aeaa9478e,D07,MLBS,MLBS_003.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T12:42Z,2018-06-12T13:34Z,HWWGYBGX7,MLBS_003-M-20180612-COMP-DNA1,,BMI_Plate88WellC10,BMI_HWWGYBGX7_R2_A.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_A.fastq.tar.gz,,
b2b4da87-13f3-4d77-a81a-ecacc48f3c9d,D07,MLBS,MLBS_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T14:16Z,2018-06-12T14:56Z,HWWGYBGX7,MLBS_002-O-20180612-COMP-DNA1,,BMI_Plate88WellC9,BMI_HWWGYBGX7_R2_G.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_G.fastq.tar.gz,,
d5ce22f4-d306-4317-b7aa-8994d0e2d931,D07,MLBS,MLBS_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T14:16Z,2018-06-12T14:56Z,HWWGYBGX7,MLBS_002-O-20180612-COMP-DNA1,,BMI_Plate88WellC9,BMI_HWWGYBGX7_R1_G.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_G.fastq.tar.gz,,
d6044df9-a54e-49d4-af19-3d81e0eb15b8,D07,MLBS,MLBS_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T14:21Z,2018-06-12T15:00Z,HWWGYBGX7,MLBS_002-M-20180612-COMP-DNA1,,BMI_Plate88WellC8,BMI_HWWGYBGX7_R2_F.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R2_F.fastq.tar.gz,,
9a8ad5b0-6e09-4467-82ba-dec194a9ec2e,D07,MLBS,MLBS_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T14:21Z,2018-06-12T15:00Z,HWWGYBGX7,MLBS_002-M-20180612-COMP-DNA1,,BMI_Plate88WellC8,BMI_HWWGYBGX7_R1_F.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWWGYBGX7_R1_F.fastq.tar.gz,,
5c6727d7-941a-46dd-9c9d-6d956b832eea,D07,MLBS,MLBS_064.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T16:00Z,2018-06-12T16:30Z,HWVCMBGX7,MLBS_064-M-20180612-COMP-DNA1,,18S_05_0386,BMI_HWVCMBGX7_R1_H.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_H.fastq.tar.gz,,
7c360b11-e67e-444e-b2d8-5522be27afed,D07,MLBS,MLBS_064.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T16:00Z,2018-06-12T16:30Z,HWVCMBGX7,MLBS_064-M-20180612-COMP-DNA1,,18S_05_0386,BMI_HWVCMBGX7_R2_H.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_H.fastq.tar.gz,,
ecb7fe49-2fa2-4b7f-a4db-b1456e1c2156,D07,MLBS,MLBS_064.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T16:00Z,2018-06-12T16:30Z,HWVCMBGX7,MLBS_064-O-20180612-COMP-DNA1,,18S_05_0387,BMI_HWVCMBGX7_R1_H.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_H.fastq.tar.gz,,
db58fb39-f9fc-4ead-876a-aa58602f8a99,D07,MLBS,MLBS_064.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T16:00Z,2018-06-12T16:30Z,HWVCMBGX7,MLBS_064-O-20180612-COMP-DNA1,,18S_05_0387,BMI_HWVCMBGX7_R2_H.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_H.fastq.tar.gz,,
e535dab1-2d8f-4018-bb60-8dbe6d55c2b6,D07,MLBS,MLBS_061.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T17:25Z,2018-06-12T18:05Z,HWVCMBGX7,MLBS_061-O-20180612-COMP-DNA1,,18S_05_0383,BMI_HWVCMBGX7_R2_F.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_F.fastq.tar.gz,,
e396f0db-7b9a-487d-887a-833432531fba,D07,MLBS,MLBS_061.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T17:25Z,2018-06-12T18:05Z,HWVCMBGX7,MLBS_061-M-20180612-COMP-DNA1,,18S_05_0382,BMI_HWVCMBGX7_R2_G.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_G.fastq.tar.gz,,
18ad8bca-3954-427f-8e1c-a3ba5a01f147,D07,MLBS,MLBS_061.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T17:25Z,2018-06-12T18:05Z,HWVCMBGX7,MLBS_061-O-20180612-COMP-DNA1,,18S_05_0383,BMI_HWVCMBGX7_R1_F.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_F.fastq.tar.gz,,
d05ed409-561a-447d-b2f8-ce7618f5dea3,D07,MLBS,MLBS_061.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T17:25Z,2018-06-12T18:05Z,HWVCMBGX7,MLBS_061-M-20180612-COMP-DNA1,,18S_05_0382,BMI_HWVCMBGX7_R1_G.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_G.fastq.tar.gz,,
01f2cdc7-07c5-4271-8302-175c868d7c9f,D07,MLBS,MLBS_006.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T19:11Z,2018-06-12T19:45Z,HWVCMBGX7,MLBS_006-O-20180612-COMP-DNA1,,18S_05_0379,BMI_HWVCMBGX7_R1_H.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_H.fastq.tar.gz,,
afcea11c-6dac-45b9-9420-c334baf9c03c,D07,MLBS,MLBS_006.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T19:11Z,2018-06-12T19:45Z,HWVCMBGX7,MLBS_006-M-20180612-COMP-DNA1,,18S_05_0378,BMI_HWVCMBGX7_R2_G.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_G.fastq.tar.gz,,
b571c472-55d5-4407-adbc-1b7b8ff002fe,D07,MLBS,MLBS_006.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T19:11Z,2018-06-12T19:45Z,HWVCMBGX7,MLBS_006-M-20180612-COMP-DNA1,,18S_05_0378,BMI_HWVCMBGX7_R1_G.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_G.fastq.tar.gz,,
226fec67-4485-4829-aa3a-e65cf8e21129,D07,MLBS,MLBS_006.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T19:11Z,2018-06-12T19:45Z,HWVCMBGX7,MLBS_006-O-20180612-COMP-DNA1,,18S_05_0379,BMI_HWVCMBGX7_R2_H.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_H.fastq.tar.gz,,
226c3596-7453-40d3-ad7f-bff038a8c299,D07,MLBS,MLBS_007.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T20:30Z,2018-06-12T21:00Z,HWVCMBGX7,MLBS_007-M-20180612-COMP-DNA1,,18S_05_0380,BMI_HWVCMBGX7_R1_E.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_E.fastq.tar.gz,,
f0cb7a46-3de6-44b2-8e55-a1ee7f1009d0,D07,MLBS,MLBS_007.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T20:30Z,2018-06-12T21:00Z,HWVCMBGX7,MLBS_007-O-20180612-COMP-DNA1,,18S_05_0381,BMI_HWVCMBGX7_R1_G.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_G.fastq.tar.gz,,
0c49fffc-aef4-40c5-a696-11cbd80dedc5,D07,MLBS,MLBS_007.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T20:30Z,2018-06-12T21:00Z,HWVCMBGX7,MLBS_007-M-20180612-COMP-DNA1,,18S_05_0380,BMI_HWVCMBGX7_R2_E.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_E.fastq.tar.gz,,
ede55cc8-fe99-44db-9bf0-f28595b3b565,D07,MLBS,MLBS_007.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T20:30Z,2018-06-12T21:00Z,HWVCMBGX7,MLBS_007-O-20180612-COMP-DNA1,,18S_05_0381,BMI_HWVCMBGX7_R2_G.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_G.fastq.tar.gz,,
f552ed1a-9229-4af2-925a-bb8c61dfeb21,D07,MLBS,MLBS_067.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:13Z,2018-06-12T22:37Z,HWVCMBGX7,MLBS_067-O-20180612-COMP-DNA1,,18S_05_0389,BMI_HWVCMBGX7_R1_G.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_G.fastq.tar.gz,,
4fe551d6-3083-41bc-958c-b5a925795417,D07,MLBS,MLBS_067.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:13Z,2018-06-12T22:37Z,HWVCMBGX7,MLBS_067-O-20180612-COMP-DNA1,,18S_05_0389,BMI_HWVCMBGX7_R2_G.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_G.fastq.tar.gz,,
0140100d-b139-4c63-ad1c-613168a2f797,D07,MLBS,MLBS_067.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:13Z,2018-06-12T22:37Z,HWVCMBGX7,MLBS_067-M-20180612-COMP-DNA1,,18S_05_0388,BMI_HWVCMBGX7_R1_F.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_F.fastq.tar.gz,,
d9eadb9a-4461-4d03-a2cc-183a64654feb,D07,MLBS,MLBS_067.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:13Z,2018-06-12T22:37Z,HWVCMBGX7,MLBS_067-M-20180612-COMP-DNA1,,18S_05_0388,BMI_HWVCMBGX7_R2_F.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_F.fastq.tar.gz,,
3d0559c4-7d7e-494a-9dad-8fe9c6f7b067,D07,MLBS,MLBS_063.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:55Z,2018-06-12T23:17Z,HWVCMBGX7,MLBS_063-M-20180612-COMP-DNA1,,18S_05_0384,BMI_HWVCMBGX7_R1_H.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_H.fastq.tar.gz,,
1e9a07b2-a316-4d4c-91fd-af6e9658ae53,D07,MLBS,MLBS_063.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:55Z,2018-06-12T23:17Z,HWVCMBGX7,MLBS_063-O-20180612-COMP-DNA1,,18S_05_0385,BMI_HWVCMBGX7_R2_F.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_F.fastq.tar.gz,,
a7e8b313-cabc-4e1f-a69e-0df39376bee4,D07,MLBS,MLBS_063.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:55Z,2018-06-12T23:17Z,HWVCMBGX7,MLBS_063-M-20180612-COMP-DNA1,,18S_05_0384,BMI_HWVCMBGX7_R2_H.fastq.tar.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R2_H.fastq.tar.gz,,
48142d70-c10e-4512-8513-d7a7ba33ccf3,D07,MLBS,MLBS_063.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2018-06-12T22:55Z,2018-06-12T23:17Z,HWVCMBGX7,MLBS_063-O-20180612-COMP-DNA1,,18S_05_0385,BMI_HWVCMBGX7_R1_F.fastq.tar.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2019/BMI_HWVCMBGX7_R1_F.fastq.tar.gz,,
d5bd70b2-9697-49fa-9d80-c2a8f0f8c1fa,D05,TREE,TREE_046.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2020-07-06T15:53Z,2020-07-06T19:12Z,HLHJLBGXK,TREE_046-M-20200706-COMP-DNA1,,20S_09_0797,BMI_HLHJLBGXK_20S_09_0797_R1.fastq.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R1/BMI_HLHJLBGXK_20S_09_0797_R1.fastq.gz,,
8d428664-98e1-4d16-9350-7d17640194e9,D05,TREE,TREE_046.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2020-07-06T15:53Z,2020-07-06T19:12Z,HLHJLBGXK,TREE_046-M-20200706-COMP-DNA1,,20S_09_0797,BMI_HLHJLBGXK_20S_09_0797_R2.fastq.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0797_R2.fastq.gz,,
6b0faabc-9122-4b31-b607-071d2086bb2c,D05,TREE,TREE_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2020-07-06T15:58Z,2020-07-06T19:47Z,HLHJLBGXK,TREE_002-O-20200706-COMP-DNA1,,20S_09_0791,BMI_HLHJLBGXK_20S_09_0791_R2.fastq.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0791_R2.fastq.gz,,
5dc98e80-7925-49c0-bb1d-682fb21c3902,D05,TREE,TREE_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2020-07-06T15:58Z,2020-07-06T19:47Z,HLHJLBGXK,TREE_002-O-20200706-COMP-DNA1,,20S_09_0791,BMI_HLHJLBGXK_20S_09_0791_R1.fastq.gz,R1 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R1/BMI_HLHJLBGXK_20S_09_0791_R1.fastq.gz,,
04930d18-fcf3-4da1-8bb7-33acf995947c,D05,TREE,TREE_002.basePlot.bgc,Battelle Applied Genomics,Battelle Memorial Institute,2020-07-06T19:15Z,2020-07-06T19:51Z,HLHJLBGXK,TREE_002-M-20200706-COMP-DNA1,,20S_09_0790,BMI_HLHJLBGXK_20S_09_0790_R2.fastq.gz,R2 metagenomic archive of fastq files,https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HLHJLBGXK_mms_R2/BMI_HLHJLBGXK_20S_09_0790_R2.fastq.gz,,
